id,name,salary,promotion,phonenumber,datausage,subdistrict,data,call,call usage,age,date,Net Over limit,Call Over limit,STATUS
22717,Demario Botsford Sr.,20000,890,894457070,6,นาบินหลา,30,300,641,33,23/3/2018 11:02,0,341,TX
22718,Mr. Candelario Fay,25000,1090,865355568,49,นาชุมแสง,50,500,208,36,9/9/2018 23:09,0,0,TX
22719,Vidal Gorczany III,12000,590,868725343,23,บ้านดู่,20,200,472,22,4/8/2018 18:53,3,272,TX
22720,Lowell Friesen Jr.,20000,1090,858993747,11,หนองล่อง,50,500,624,37,31/12/2018 09:02,0,124,TX
22721,Arthur Hauck,20000,890,877411616,27,บึงทวาย,30,300,279,27,23/3/2018 20:40,0,0,TA
22722,Cortez Mante I,18000,390,888177680,4,หนองหัวฟาน,10,100,308,25,9/5/2018 06:49,0,208,OK
22723,Mikayla Beer,12000,390,879460315,46,โซ่,10,100,162,19,4/6/2018 16:48,36,62,TX
22724,Erick Cartwright,20000,590,815021013,9,เขาคราม,20,200,240,57,14/8/2018 22:07,0,40,TX
22725,Coralie Mills,12000,590,868002491,33,โนนศิลา,20,200,415,21,20/9/2018 16:08,13,215,OK
22726,Darrel Robel,20000,390,844732783,13,นามะเฟือง,10,100,251,19,10/4/2018 03:41,3,151,TX
22727,Kallie Fadel,20000,1090,819806813,1,ปัว,50,500,139,15,8/4/2018 01:56,0,0,TX
22728,Dr. Roy Dickens,20000,1090,837768128,16,ตากแดด,50,500,627,27,14/9/2018 01:46,0,127,OK
22729,Dusty Ankunding,30000,590,882869997,25,สาคอใต้,20,200,380,32,24/4/2018 09:14,5,180,OK
22730,Prof. Arthur Mosciski III,50000,1090,839022012,29,ธาตุ,50,500,287,35,30/8/2018 07:22,0,0,OK
22731,Mrs. Elisa VonRueden,30000,890,824936055,35,ฉลุง,30,300,727,57,2/3/2018 12:59,5,427,OK
22732,Miss Estella Smitham MD,20000,890,878539929,45,ปิงหลวง,30,300,298,56,23/11/2018 18:12,15,0,OK
22733,Rae Larkin,50000,890,834097030,25,นาตาล,30,300,536,47,26/8/2018 09:42,0,236,OK
22734,Brandi Russel,50000,590,879631732,26,หนองไผ่,20,200,170,35,8/3/2018 10:24,6,0,OK
22735,Brown Wyman,18000,890,864116704,35,บาเจาะ,30,300,387,29,22/1/2019 12:53,5,87,TX
22736,Kiley Goyette,15000,1090,814551656,35,วังแขม,50,500,548,15,1/3/2018 18:32,0,48,OK
22737,Drew Abernathy,25000,1090,839991467,13,นาเชือก,50,500,186,48,24/7/2018 10:58,0,0,TX
22738,Trevion Kub,25000,390,861996508,2,ในเมือง,10,100,726,51,31/7/2018 08:16,0,626,OK
22739,Jess Farrell,25000,590,849507310,23,ห้วยข่า,20,200,277,55,21/7/2018 12:24,3,77,OK
22740,Rosanna Bernhard,18000,590,849500399,43,เนินพระ,20,200,649,15,16/11/2018 01:22,23,449,TX
22741,Prof. Virgil Green DVM,20000,890,842366354,40,แก่งโสภา,30,300,312,48,10/4/2018 14:35,10,12,TX
22742,Drew Lind,30000,1090,832258213,30,กลางดง,50,500,489,49,25/6/2018 11:18,0,0,TX
22743,Mr. Joe Gerlach,20000,890,874108229,5,ทุ่งเตา,30,300,649,17,7/10/2018 03:01,0,349,TX
22744,Prof. Brandt Bergnaum Sr.,12000,890,853909354,4,บ้านโตก,30,300,625,26,9/2/2019 11:10,0,325,TX
22745,Sarina Wisoky,25000,590,877460327,21,ปางสวรรค์,20,200,693,43,7/10/2018 05:19,1,493,TX
22746,Tara Predovic,50000,890,833179694,8,โป่งงาม,30,300,269,34,28/7/2018 05:01,0,0,OK
22747,Janie Mohr Sr.,20000,390,894111495,8,ใหม่,10,100,695,28,8/4/2018 19:50,0,595,TX
22748,Caroline Renner,20000,390,819755932,27,ชัยพร,10,100,731,53,23/2/2018 00:41,17,631,TX
22749,Jammie Bogan,18000,390,869890159,16,แม่ลาน,10,100,63,21,13/10/2018 15:49,6,0,TX
22750,Joannie Schmeler MD,20000,390,814592700,43,ซำ,10,100,612,33,27/8/2018 19:27,33,512,OK
22751,Blaise Lubowitz,18000,590,830585020,11,โคกหาร,20,200,50,17,27/9/2018 08:11,0,0,OK
22752,Jo Botsford,18000,1090,894993373,37,ท่าอยู่,50,500,629,25,27/1/2019 05:12,0,129,TX
22753,Virgil Rempel,50000,1090,837117422,24,หนองบัว,50,500,588,39,23/4/2018 03:27,0,88,OK
22754,Meagan Harber,50000,1090,822079281,17,ไผ่ขวาง,50,500,186,60,9/9/2018 05:38,0,0,TX
22755,Jeremy Bosco,30000,1090,882924281,8,ศรีดอนชัย,50,500,349,51,5/8/2018 15:09,0,0,TX
22756,Judge Feest,25000,890,829938613,42,ม่วงลาด,30,300,137,47,20/4/2018 07:54,12,0,TX
22757,Ike Berge,50000,890,879094463,15,ห้วยยาง,30,300,180,31,24/3/2018 12:05,0,0,TX
22758,Diana Boehm DDS,18000,890,850438756,33,ควนทอง,30,300,69,19,27/7/2018 06:07,3,0,OK
22759,Aliya D'Amore PhD,30000,590,886517488,41,ห้วยโป่ง,20,200,645,49,24/3/2018 21:39,21,445,TX
22760,Dr. Howard Schuppe PhD,25000,1090,883031131,25,ตลาดไชยา,50,500,396,36,3/11/2018 11:33,0,0,TX
22761,Adelia Tillman,50000,590,820065175,5,ร่วมจิต,20,200,141,49,12/3/2018 21:00,0,0,OK
22762,Leonard Zemlak,30000,390,831044822,1,นาท่อม,10,100,293,42,29/7/2018 05:17,0,193,TX
22763,Mr. Daron Fay Sr.,25000,890,849645887,21,บางปูใหม่,30,300,743,52,4/11/2018 17:43,0,443,TX
22764,Armand Borer,30000,1090,878623820,21,กล้วยแพะ,50,500,560,49,6/4/2018 01:25,0,60,TX
22765,Ruth Towne,12000,390,833518388,19,วังจันทร์,10,100,132,15,7/2/2019 13:10,9,32,TX
22766,Damaris Wuckert DDS,20000,590,872918419,41,ตั้งใจ,20,200,52,38,6/9/2018 01:58,21,0,TX
22767,Peggie King,30000,890,892165386,15,แม่ยม,30,300,590,40,2/8/2018 15:01,0,290,OK
22768,Mr. Jamaal Reilly,30000,590,879039478,48,หนองแก้ว,20,200,267,56,28/9/2018 17:40,28,67,OK
22769,Ivory Daniel,30000,590,852672599,9,ไผ่ล้อม,20,200,648,51,30/6/2018 17:26,0,448,OK
22770,Mrs. Mertie Wisozk,30000,890,812689993,20,เกษม,30,300,430,52,30/12/2018 01:10,0,130,TX
22771,Mya Cummerata,20000,590,883430994,43,ไทยชนะศึก,20,200,277,35,18/5/2018 19:24,23,77,OK
22772,Savannah Terry II,12000,590,895017849,10,นาแก,20,200,232,20,15/4/2018 14:40,0,32,TX
22773,Brady Steuber,25000,890,889436976,49,กุดตุ้ม,30,300,637,55,2/1/2019 14:18,19,337,TX
22774,Clara Cartwright,50000,590,819623108,9,บ้านสวน,20,200,763,56,24/8/2018 23:33,0,563,OK
22775,Jasper Franecki DVM,20000,1090,857070223,1,ลำสินธุ์,50,500,496,26,11/2/2018 04:15,0,0,TX
22776,Israel Dietrich,30000,890,813508312,16,ลานหอย,30,300,143,36,16/12/2018 19:38,0,0,OK
22777,Tracey Conn I,30000,890,829450114,40,โซง,30,300,368,39,6/3/2018 01:37,10,68,TX
22778,Miss Hillary Gleichner,50000,590,822487742,31,โพนสูง,20,200,408,31,20/1/2019 20:35,11,208,OK
22779,Mafalda Monahan Jr.,30000,890,859066202,27,พญาวัง,30,300,110,57,1/9/2018 22:10,0,0,OK
22780,Prof. Jerrod Dietrich,20000,590,893580117,26,ท่ากระดาน,20,200,362,19,2/6/2018 03:39,6,162,OK
22781,Teresa Haley,25000,1090,869895532,30,บึงกอก,50,500,258,43,22/7/2018 00:44,0,0,TX
22782,Nils Medhurst,50000,1090,893000143,16,โนนธาตุ,50,500,684,52,23/10/2018 09:39,0,184,OK
22783,Ms. Carlie Roberts,18000,890,876966308,32,สวนกล้วย,30,300,710,22,26/2/2018 00:32,2,410,TX
22784,Imogene Carroll II,15000,390,885211335,38,ย่านรี,10,100,204,22,26/12/2018 02:40,28,104,OK
22785,Mr. Brenden Streich,30000,390,870545392,41,อีเซ,10,100,51,39,25/5/2018 10:52,31,0,TX
22786,Ilene McDermott,30000,390,891492512,42,ซากอ,10,100,672,46,2/5/2018 04:12,32,572,TA
22787,Rossie Weimann,20000,890,883260859,26,บางแก้ว,30,300,533,32,3/3/2018 19:52,0,233,TX
22788,Abbey Krajcik,25000,1090,829278677,50,หนองนมวัว,50,500,668,37,11/3/2018 19:36,0,168,TX
22789,Dawn Hackett Sr.,18000,1090,894969466,50,เกาะพระทอง,50,500,110,27,22/6/2018 21:06,0,0,OK
22790,Mrs. Odessa Wilkinson,20000,1090,812479761,19,บาราเฮาะ,50,500,632,31,15/12/2018 03:14,0,132,OK
22791,Kaci Sipes,15000,890,885846787,11,เมืองเพีย,30,300,604,27,9/5/2018 19:38,0,304,TX
22792,Prof. Liana Wunsch,25000,890,861532416,23,ลาดบัวขาว,30,300,296,59,30/1/2019 09:33,0,0,TX
22793,Garnet Kuhlman,20000,590,872681558,23,กรอกสมบูรณ์,20,200,138,33,26/4/2018 02:49,3,0,TX
22794,Kirk Will,30000,890,860331291,47,ห้วยใหญ่,30,300,183,54,17/7/2018 07:21,17,0,TX
22795,Ashly Senger Jr.,20000,890,897468389,23,บ้านฝาย,30,300,652,19,7/11/2018 21:45,0,352,OK
22796,Prof. Gerhard Pollich,50000,590,871257800,5,อาฮี,20,200,775,59,3/6/2018 10:40,0,575,OK
22797,Chauncey Hauck II,20000,390,858603649,20,เว่อ,10,100,536,49,13/4/2018 01:48,10,436,OK
22798,Abdul Heaney,20000,1090,886132306,1,โพนข่า,50,500,636,50,20/8/2018 20:54,0,136,TX
22799,Mina Price,18000,890,896005581,30,ครึ่ง,30,300,315,16,12/2/2018 10:38,0,15,TX
22800,Oswald Leannon,30000,590,899834296,1,สามง่าม,20,200,750,45,14/4/2018 11:49,0,550,TX
22801,Mr. Paris Medhurst,18000,390,877330492,6,คุ้มเก่า,10,100,305,20,18/7/2018 19:05,0,205,TX
22802,Camryn Smith,15000,390,838049643,21,วังหินลาด,10,100,393,17,18/12/2018 13:17,11,293,TX
22803,Sadie Funk,20000,1090,870508105,29,เขาพระ,50,500,320,55,13/7/2018 13:53,0,0,OK
22804,Dr. Nathaniel Wintheiser Jr.,25000,1090,832383893,7,โพสังโฆ,50,500,679,57,20/2/2018 20:35,0,179,OK
22805,Miss Mafalda Stiedemann DDS,12000,890,896204080,9,คูเมือง,30,300,765,16,24/11/2018 20:54,0,465,OK
22806,Sophie Thompson,18000,390,841566420,38,หนองแคน,10,100,140,21,27/3/2018 10:37,28,40,OK
22807,Prof. Eliane Schuster,30000,590,815095159,31,ภูเหล็ก,20,200,375,56,9/6/2018 04:03,11,175,OK
22808,Aliza Carroll,18000,590,877261558,27,บ้านโพ,20,200,282,26,18/11/2018 04:17,7,82,TX
22809,Miss Eunice Zboncak MD,18000,1090,891043319,50,เขาแร้ง,50,500,566,16,14/5/2018 07:53,0,66,OK
22810,Dr. Dina Conroy DDS,12000,390,822948833,50,ห้วยทราย,10,100,453,25,29/10/2018 16:15,40,353,OK
22811,Chelsey Bogisich,30000,890,852902627,26,ขึ่ง,30,300,505,50,11/7/2018 12:48,0,205,TX
22812,Prof. Phyllis Schuster,30000,590,896152603,49,แพรกหา,20,200,122,56,28/4/2018 09:01,29,0,OK
22813,Kenyatta Spencer,25000,390,835844445,2,ช่อระกา,10,100,676,35,8/5/2018 12:29,0,576,TX
22814,Mr. Fidel Wilkinson,50000,590,862802697,15,ซับน้อย,20,200,426,50,13/2/2018 22:50,0,226,OK
22815,Romaine Dickinson Jr.,25000,590,854086450,47,หงาว,20,200,472,33,14/3/2018 17:28,27,272,TX
22816,Marianne McCullough,20000,390,890244624,4,หนองระเวียง,10,100,397,31,17/9/2018 04:19,0,297,TX
22817,Mr. Filiberto Bechtelar,50000,590,856425279,15,ตะเคียนราม,20,200,122,48,20/7/2018 07:32,0,0,OK
22818,Cynthia Marquardt,50000,1090,846964100,21,ทุ่งนางาม,50,500,382,43,11/1/2019 22:55,0,0,OK
22819,Rosa Wisoky,50000,1090,811779394,8,แม่ปูคา,50,500,654,32,28/7/2018 23:21,0,154,OK
22820,Jaunita Cole,12000,590,860434026,32,ทาสบเส้า,20,200,310,29,6/5/2018 04:45,12,110,TX
22821,Rashawn Stoltenberg,12000,890,841250337,22,หนองบัว,30,300,119,15,21/1/2019 22:07,0,0,TX
22822,Dax Kirlin,20000,1090,860440759,23,ด่านสวี,50,500,475,15,26/1/2019 09:05,0,0,TX
22823,Ms. Nadia Cassin,25000,390,830181384,28,ค้อเขียว,10,100,187,41,30/1/2019 07:21,18,87,OK
22824,Dr. Chris Hansen III,25000,590,817132748,24,ยกกระบัตร,20,200,353,39,26/6/2018 04:14,4,153,OK
22825,Chanelle Schaefer,12000,390,885414208,11,บางไผ่,10,100,761,28,21/11/2018 09:22,1,661,OK
22826,Elouise Abernathy,18000,1090,879220784,30,บ้านจันทน์,50,500,100,17,1/11/2018 19:30,0,0,TX
22827,Elisha Little,50000,590,833528111,31,ตลิ่งงาม,20,200,445,51,28/6/2018 12:37,11,245,TA
22828,Claire Bartell,25000,590,854531487,15,หนองบัว,20,200,521,51,3/9/2018 01:50,0,321,TX
22829,Dr. Erwin Carter,30000,1090,820828730,39,พยุง,50,500,36,41,18/8/2018 12:38,0,0,TX
22830,Aurelia Hackett I,20000,590,867285994,22,นาแก,20,200,452,59,7/3/2018 11:55,2,252,OK
22831,Janie Mraz,15000,390,877865673,7,สระใคร,10,100,615,17,22/5/2018 00:53,0,515,OK
22832,Alfonso Abshire,30000,390,816357202,48,พลวงสองนาง,10,100,378,56,28/12/2018 22:07,38,278,TX
22833,Grayce Hettinger,50000,890,872518193,26,บ้านขล้อ,30,300,594,60,2/10/2018 06:18,0,294,OK
22834,Adelia Abbott,50000,890,866613998,5,หนองเต่า,30,300,138,47,16/11/2018 01:31,0,0,OK
22835,Margarette Kuvalis,20000,590,862631641,26,บางกระทุ่ม,20,200,485,29,31/10/2018 16:04,6,285,TX
22836,Miss Maymie Kassulke I,18000,890,893859611,14,บ้านแก้ง,30,300,388,17,3/6/2018 22:11,0,88,TX
22837,Cynthia Prohaska,15000,390,861400295,44,ทุ่งก่อ,10,100,521,26,17/10/2018 21:38,34,421,OK
22838,Myra Mohr,25000,1090,818534124,4,โรงช้าง,50,500,778,47,15/1/2019 22:35,0,278,OK
22839,Carson Luettgen,15000,590,831780220,8,กล้วยแพะ,20,200,151,22,21/9/2018 09:47,0,0,OK
22840,Timothy Bauch,25000,1090,893956966,45,บางเขา,50,500,412,45,15/10/2018 23:51,0,0,OK
22841,Dr. Oleta Berge I,18000,1090,876920489,34,ห้วยสามพาด,50,500,175,19,25/5/2018 20:03,0,0,OK
22842,Maudie Kuphal III,15000,1090,855530964,20,เขากวางทอง,50,500,465,19,11/12/2018 23:28,0,0,OK
22843,Ollie Bergstrom,50000,390,846181593,34,หนองหลวง,10,100,652,49,31/3/2018 15:22,24,552,OK
22844,Enos Mraz,50000,590,825914070,26,หนองทุ่ม,20,200,116,32,26/11/2018 17:42,6,0,TX
22845,Napoleon Wyman II,20000,1090,885412052,17,แม่หอพระ,50,500,63,28,3/7/2018 05:57,0,0,OK
22846,Bernardo Funk,18000,1090,811907256,22,เกาะศรีบอยา,50,500,430,26,30/9/2018 09:38,0,0,TX
22847,Norbert Gibson,30000,1090,818654871,35,ดอนทราย,50,500,127,57,4/2/2019 17:34,0,0,TX
22848,Donna Borer DVM,50000,390,869027073,24,ตะเสะ,10,100,413,50,15/2/2018 10:10,14,313,OK
22849,Miss Alexanne Schaefer,25000,890,884487787,25,สะกอม,30,300,584,59,1/4/2018 15:26,0,284,TX
22850,Juana Homenick,12000,1090,827509727,41,อินทร์แปลง,50,500,762,16,19/3/2018 07:31,0,262,TX
22851,Joe Beier,18000,1090,881763585,23,อ่างทอง,50,500,626,26,22/10/2018 23:39,0,126,TX
22852,Bud Kutch,25000,1090,874531766,22,บัวทอง,50,500,573,48,17/11/2018 06:30,0,73,OK
22853,Newell Johns DVM,15000,890,845649401,32,โพนสูง,30,300,119,16,2/5/2018 08:52,2,0,OK
22854,Miss Alanna Ondricka DDS,50000,390,863696563,38,อุ่มเม่า,10,100,261,38,9/6/2018 17:07,28,161,TX
22855,Ella Feeney,12000,590,870336712,38,ซับพุทรา,20,200,799,27,4/2/2019 02:13,18,599,OK
22856,Hailee Becker,12000,590,829510914,39,ม่วงชุม,20,200,5,19,3/8/2018 20:18,19,0,OK
22857,Mariam Murphy,18000,890,815483485,26,ขามสมบูรณ์,30,300,635,20,21/9/2018 21:34,0,335,TX
22858,Miss Astrid Lockman,25000,390,870982455,8,เปลี่ยน,10,100,174,55,15/8/2018 00:27,0,74,TX
22859,Margarett Considine II,20000,390,859575153,25,ทุ่งพอ,10,100,484,22,4/12/2018 10:05,15,384,TX
22860,Cathryn Crooks,18000,590,856418640,37,พระธาตุ,20,200,410,23,27/4/2018 02:05,17,210,TX
22861,Bud Boyle Sr.,12000,1090,822524850,24,โคกช้าง,50,500,467,28,23/12/2018 11:24,0,0,OK
22862,Beatrice Rowe,20000,590,841874034,16,มุกดาหาร,20,200,478,49,10/10/2018 04:12,0,278,TX
22863,Gregorio Ziemann,15000,590,893128110,33,หนองข่า,20,200,424,21,8/7/2018 21:07,13,224,TX
22864,Retta O'Keefe,30000,1090,863276151,42,บางไผ่,50,500,29,44,25/3/2018 16:27,0,0,TX
22865,Willis Dach,25000,1090,852405689,43,โนนคูณ,50,500,405,59,13/10/2018 04:57,0,0,TX
22866,Dr. Virginia Stiedemann,18000,390,852426451,8,รางหวาย,10,100,160,29,19/7/2018 16:09,0,60,TX
22867,Dr. Chandler Quigley III,30000,390,860340112,11,ทุ่งพลา,10,100,398,39,18/12/2018 02:46,1,298,OK
22868,Hope Harris MD,20000,890,811113729,48,น้ำไคร้,30,300,634,44,9/5/2018 02:20,18,334,OK
22869,Casper Trantow,50000,590,813821087,40,เวียง,20,200,738,45,21/5/2018 16:11,20,538,OK
22870,Mr. Rusty Hirthe,20000,390,826577439,2,ศรีสุข,10,100,457,47,7/10/2018 06:45,0,357,TX
22871,Dr. Dejuan Kohler,30000,890,866762635,45,บางแค,30,300,13,59,13/8/2018 01:49,15,0,TX
22872,Darrion Barton,50000,890,894325366,20,บึงวิชัย,30,300,680,57,14/4/2018 15:51,0,380,TA
22873,Rollin Stehr,50000,1090,855256114,26,โนนกอก,50,500,47,48,19/4/2018 22:20,0,0,OK
22874,Eleazar Considine,25000,890,821441267,40,สันต้นหมื้อ,30,300,224,47,5/4/2018 17:11,10,0,OK
22875,Constance Bailey DDS,30000,390,854801690,31,เวียง,10,100,787,42,19/5/2018 07:09,21,687,TX
22876,Alberta Kreiger,20000,1090,861578569,3,ท่าราบ,50,500,566,30,1/1/2019 16:56,0,66,TX
22877,Ignatius Rau III,30000,390,841906096,1,ห้วยส้ม,10,100,72,30,31/10/2018 07:45,0,0,TX
22878,Darby Bogisich,30000,1090,841029251,2,สัตหีบ,50,500,162,51,8/1/2019 13:47,0,0,TX
22879,Miss Aylin Donnelly,20000,890,881527966,2,ตูมใต้,30,300,120,56,1/8/2018 17:46,0,0,OK
22880,Miss Aditya Morissette,30000,1090,889057235,22,เขาล้าน,50,500,769,53,19/6/2018 17:46,0,269,TX
22881,Kylee Mayer,25000,1090,868713714,13,สะเนียน,50,500,618,58,18/7/2018 13:41,0,118,OK
22882,Clementina Rogahn,50000,890,840124978,5,ยอดชาด,30,300,412,56,14/12/2018 14:41,0,112,TX
22883,Ms. Madisyn Schuppe PhD,18000,1090,840198179,28,ป่าลาน,50,500,691,24,6/11/2018 10:05,0,191,TX
22884,Anita Johnson,25000,890,838123191,29,เกาะหมาก,30,300,146,60,4/5/2018 17:27,0,0,TX
22885,William Cummerata,25000,590,822201168,31,สารภี,20,200,742,50,21/5/2018 08:16,11,542,TX
22886,Mrs. Elenora Farrell II,25000,390,827441333,26,เขาทอง,10,100,457,53,9/2/2019 13:23,16,357,OK
22887,Annamae Tremblay,20000,1090,815375653,25,จะบังติกอ,50,500,260,58,25/7/2018 12:38,0,0,OK
22888,Aimee Smith,18000,890,856272419,8,ทับกวาง,30,300,173,27,26/1/2019 07:02,0,0,OK
22889,Oliver Mann V,20000,890,832036306,41,สาวแห,30,300,40,24,19/6/2018 23:11,11,0,TX
22890,Ms. Bert Bradtke,20000,1090,843172582,21,ชื่นชม,50,500,196,28,27/9/2018 01:03,0,0,OK
22891,Prof. London Hackett,30000,390,831192757,5,ลาดสาลี,10,100,201,33,14/7/2018 17:31,0,101,OK
22892,Prof. Elvie Maggio I,20000,1090,884250386,34,พระยาบันลือ,50,500,355,34,7/10/2018 00:31,0,0,TX
22893,Nasir Harber,30000,890,831519062,20,เขาพระนอน,30,300,310,54,10/4/2018 11:25,0,10,OK
22894,Ezra Renner,25000,590,872066522,46,นาไร่หลวง,20,200,99,54,11/7/2018 06:24,26,0,OK
22895,Dr. Lloyd Bashirian,25000,890,848398812,32,สว่าง,30,300,162,34,23/9/2018 22:41,2,0,TX
22896,Dr. Benny Orn,18000,590,890739729,46,แม่กลอง,20,200,616,25,1/6/2018 05:13,26,416,TX
22897,Juanita Lehner,20000,890,883926615,20,บุสูง,30,300,368,53,9/7/2018 03:27,0,68,TX
22898,Matilda Mueller,25000,890,819687141,50,ระแหง,30,300,718,60,19/9/2018 20:42,20,418,TX
22899,Lamar Pouros,20000,390,883351329,38,หลักเหลี่ยม,10,100,30,32,8/6/2018 11:20,28,0,TX
22900,Effie Hermann,25000,390,826794268,18,ปะลุกาสาเมาะ,10,100,758,31,18/7/2018 22:58,8,658,TX
22901,Gerry Schinner,18000,1090,876759348,1,เกาะแก้ว,50,500,271,17,27/4/2018 13:23,0,0,TX
22902,Mr. Rickey Gottlieb,20000,390,816026632,47,ท่าช้าง,10,100,153,27,18/10/2018 18:42,37,53,TX
22903,Ms. Berneice Keeling,25000,890,847413453,43,ภูกระดึง,30,300,698,58,23/8/2018 21:50,13,398,OK
22904,Yesenia Prosacco,18000,1090,881335845,43,แม่น้ำคู้,50,500,77,15,7/3/2018 04:10,0,0,OK
22905,Melba Roob,12000,390,898101540,30,เกาะสาหร่าย,10,100,597,24,25/4/2018 04:30,20,497,TX
22906,Mazie Reichel,25000,390,836009307,10,ผักแว่น,10,100,100,56,10/1/2019 02:02,0,0,TX
22907,Gunner Krajcik PhD,50000,390,873713185,5,หมอเมือง,10,100,73,40,19/12/2018 06:18,0,0,OK
22908,Columbus Wintheiser,50000,890,870653896,26,ศรีมงคล,30,300,345,35,30/5/2018 17:02,0,45,TX
22909,Uriel Swift,25000,390,845375189,3,บางขุนกอง,10,100,306,56,6/2/2019 13:48,0,206,OK
22910,Benny Mante,25000,890,827240519,16,คูขุด,30,300,619,47,28/3/2018 06:26,0,319,OK
22911,Vicente Bahringer,12000,1090,826533054,17,บางน้ำจืด,50,500,729,29,3/11/2018 12:07,0,229,OK
22912,Jon Willms DVM,12000,390,845820030,36,วังตะเคียน,10,100,354,20,6/5/2018 17:24,26,254,OK
22913,Brandon Durgan,20000,590,875771531,49,หนองหลวง,20,200,371,32,8/10/2018 22:52,29,171,TX
22914,Misael Dickens,15000,590,870795436,46,เขารูปช้าง,20,200,374,27,20/10/2018 03:32,26,174,TX
22915,Rhea Daugherty Sr.,20000,390,862841787,37,ตันหยงลิมอ,10,100,296,21,24/2/2018 21:13,27,196,OK
22916,Frederick Zulauf IV,20000,390,844832355,6,น้ำไคร้,10,100,616,39,23/10/2018 22:42,0,516,TA
22917,Dr. Noemi Ernser III,20000,1090,858178087,7,คุระ,50,500,414,41,3/2/2019 22:27,0,0,OK
22918,Eldon Kessler,12000,590,851646662,11,ท่าช้าง,20,200,530,28,13/1/2019 18:36,0,330,OK
22919,Monserrat Mosciski,20000,1090,834691970,20,ไพศาล,50,500,53,56,20/9/2018 16:18,0,0,TX
22920,Stacy Moen DDS,50000,590,828486913,39,ครน,20,200,359,41,8/8/2018 04:08,19,159,OK
22921,Selina Gulgowski MD,12000,390,892415372,20,คลองสอง,10,100,589,15,18/6/2018 15:16,10,489,TX
22922,Clarabelle Reynolds,25000,590,833858725,41,แม่เงิน,20,200,433,47,1/8/2018 22:01,21,233,OK
22923,Mrs. Joelle Abbott DVM,20000,890,894074064,6,ยะลา,30,300,154,23,18/5/2018 22:55,0,0,TX
22924,Prof. Brenna Zieme DDS,20000,590,826547322,23,นาเกาะ,20,200,533,55,3/11/2018 17:55,3,333,TX
22925,Ms. Elvera Hahn,25000,590,821032108,18,บางมะเดื่อ,20,200,523,57,18/8/2018 05:13,0,323,OK
22926,Virgie Stoltenberg,15000,390,819898261,26,กระเสาะ,10,100,659,16,20/8/2018 18:39,16,559,TX
22927,Juliet Moore Jr.,50000,590,895184648,49,หนองตอง,20,200,791,59,27/7/2018 17:52,29,591,TX
22928,Peggie Daniel,50000,890,844586688,2,พระยาทด,30,300,201,31,23/11/2018 21:55,0,0,TX
22929,Vada Hills V,50000,890,847139689,27,หนองตะเคียนบอน,30,300,533,40,22/1/2019 03:37,0,233,TX
22930,Kiana Keebler,50000,590,858597858,17,นาห่อม,20,200,95,44,10/4/2018 02:11,0,0,OK
22931,Mateo Cummerata,20000,1090,856375791,10,หนองบอน,50,500,162,31,9/10/2018 02:15,0,0,OK
22932,Adele Kilback,15000,390,858231622,32,บางโพธิ์เหนือ,10,100,733,27,2/1/2019 07:57,22,633,TX
22933,Layla Walsh,20000,890,840166165,35,ห้วยข้าวก่ำ,30,300,21,22,30/6/2018 07:07,5,0,TX
22934,Alanna Fisher III,25000,390,844367053,44,นาคูณใหญ่,10,100,273,57,21/7/2018 05:48,34,173,TX
22935,Lizeth Langosh,12000,390,873350619,48,จอมประทัด,10,100,89,27,30/7/2018 04:13,38,0,OK
22936,Mallie Ward PhD,30000,890,862754343,33,ทุ่งน้าว,30,300,649,43,19/12/2018 16:38,3,349,OK
22937,Viva Jacobson,20000,590,846888929,5,เกาะสะท้อน,20,200,310,43,10/9/2018 15:47,0,110,TX
22938,Alexa Legros III,25000,1090,831588304,14,เวียงเหนือ,50,500,456,54,23/9/2018 01:04,0,0,OK
22939,Derrick Balistreri,25000,590,857611299,26,พุนพิน,20,200,185,30,7/7/2018 11:59,6,0,TX
22940,Arnold Turcotte,20000,1090,814270432,30,บางตะบูนออก,50,500,65,52,23/11/2018 18:06,0,0,TX
22941,Aileen Schoen,20000,890,866239280,28,กระทุ่มแพ้ว,30,300,277,53,29/8/2018 17:31,0,0,TX
22942,Janessa Shields,25000,390,888884097,23,ทับปุด,10,100,739,48,7/7/2018 12:30,13,639,TX
22943,Marisa Ward,20000,590,867645530,31,บ้านธาตุ,20,200,705,36,25/1/2019 03:13,11,505,TX
22944,Prof. Monte Treutel Sr.,30000,590,871011356,37,นาจะหลวย,20,200,375,33,3/6/2018 00:39,17,175,TX
22945,Mr. Gaylord Eichmann,20000,890,837872106,28,บุแกรง,30,300,317,28,22/2/2018 07:15,0,17,TX
22946,Ella Weber,18000,390,820091444,23,วาใหญ่,10,100,455,23,10/10/2018 17:07,13,355,TX
22947,Lenore Towne,15000,1090,855121626,44,พุทเลา,50,500,534,16,27/3/2018 16:06,0,34,OK
22948,Mr. Dominic McDermott,20000,390,837146511,3,บางขุนกอง,10,100,334,54,29/5/2018 19:35,0,234,TX
22949,Miss Valerie Boyer,20000,890,854194768,24,พรุเตียว,30,300,631,16,2/10/2018 12:31,0,331,OK
22950,Tyra Frami,25000,590,816250083,20,นาบัว,20,200,150,53,20/5/2018 04:21,0,0,TX
22951,Dr. Emiliano Hahn,20000,590,831238140,3,ตะเสะ,20,200,559,55,13/8/2018 02:14,0,359,OK
